IP,APA,AFE,Config_CH,DAQ_CH,SIPM_type,Run,Bias_conversion_slope,Bias_conversion_intercept,New Vbd(V),New Vbd_error(V),RunFolder,Stringa_DAQch,End,Old Vbd(V),Old Vbd_error(V),Diff Old_New,Coldbox_LN2T Vbd(V),Coldbox_LN2T Vbd_error(V),Diff New_LN2T,Diff Old_LN2T,EndCh,End_AFE
10.73.137.104,1,0,0,0,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03937,1.386,27.511,0.1061,Vbd_best_20241007,IP104_CH00,104,27.4821,0.0998,-0.028900000000000148,26.82,,0.690999999999999,0.6620999999999988,104_00,104_0
10.73.137.104,1,0,1,1,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03925,1.4595,27.6765,0.012,Vbd_best_20241007,IP104_CH01,104,27.6968,0.0616,0.020299999999998875,26.82,,0.8565000000000005,0.8767999999999994,104_01,104_0
10.73.137.104,1,0,2,2,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03939,1.3735,27.536,0.1061,Vbd_best_20241007,IP104_CH02,104,27.492,0.0586,-0.04400000000000048,26.76,,0.7759999999999998,0.7319999999999993,104_02,104_0
10.73.137.104,1,0,3,3,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03937,1.39,27.6455,0.0262,Vbd_best_20241007,IP104_CH03,104,27.6527,0.0693,0.007200000000000983,27.1,,0.545499999999997,0.552699999999998,104_03,104_0
10.73.137.104,1,0,4,4,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03936,1.394,27.4245,0.0544,Vbd_best_20241007,IP104_CH04,104,27.4272,0.0709,0.002700000000000813,27.27,,0.15449999999999875,0.15719999999999956,104_04,104_0
10.73.137.104,1,0,5,5,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03937,1.389,27.5065,0.0474,Vbd_best_20241007,IP104_CH05,104,27.5113,0.0592,0.004799999999999471,26.79,,0.7164999999999999,0.7212999999999994,104_05,104_0
10.73.137.104,1,0,6,6,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03931,1.43,27.501,0.1655,Vbd_best_20241007,IP104_CH06,104,27.4834,0.0822,-0.017600000000001614,26.8,,0.7010000000000005,0.6833999999999989,104_06,104_0
10.73.137.104,1,0,7,7,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03941,1.3635,27.5715,0.0233,Vbd_best_20241007,IP104_CH07,104,27.5786,0.157,0.0071000000000012164,26.75,,0.8215000000000003,0.8286000000000016,104_07,104_0
10.73.137.104,1,1,8,10,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.0385,0.945,27.3205,0.0205,Vbd_best_20241007,IP104_CH10,104,27.4132,0.0665,0.09270000000000067,26.76,,0.5604999999999976,0.6531999999999982,104_10,104_1
10.73.137.104,1,1,9,11,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03843,0.987,27.2775,0.0445,Vbd_best_20241007,IP104_CH11,104,27.4283,0.0777,0.15080000000000027,26.76,,0.5174999999999983,0.6682999999999986,104_11,104_1
10.73.137.104,1,1,10,12,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03847,0.9665,27.372,0.0339,Vbd_best_20241007,IP104_CH12,104,27.3999,0.0563,0.027899999999998926,26.74,,0.6320000000000014,0.6599000000000004,104_12,104_1
10.73.137.104,1,1,11,13,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03851,0.9375,27.306,0.0014,Vbd_best_20241007,IP104_CH13,104,27.4032,0.0558,0.09719999999999729,26.75,,0.5560000000000009,0.6531999999999982,104_13,104_1
10.73.137.104,1,1,12,14,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03847,0.9605,27.242,0.0283,Vbd_best_20241007,IP104_CH14,104,27.3684,0.061,0.1264000000000003,26.85,,0.39199999999999946,0.5183999999999997,104_14,104_1
10.73.137.104,1,1,13,15,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03846,0.9715,27.387,0.0297,Vbd_best_20241007,IP104_CH15,104,27.431,0.0638,0.04400000000000048,26.73,,0.657,0.7010000000000005,104_15,104_1
10.73.137.104,1,1,14,16,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03849,0.954,27.3755,0.0926,Vbd_best_20241007,IP104_CH16,104,27.4277,0.0575,0.05220000000000269,26.76,,0.6154999999999973,0.6677,104_16,104_1
10.73.137.104,1,1,15,17,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.0384,0.995,27.275,0.0481,Vbd_best_20241007,IP104_CH17,104,27.4338,0.0855,0.15880000000000294,26.76,,0.514999999999997,0.6738,104_17,104_1
10.73.137.104,1,2,16,20,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.039,0.198,27.184,0.1541,Vbd_best_20241007,IP104_CH20,104,27.3927,0.082,0.20870000000000033,26.81,,0.37400000000000233,0.5827000000000027,104_20,104_2
10.73.137.104,1,2,17,21,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03904,0.1825,27.2015,0.0332,Vbd_best_20241007,IP104_CH21,104,28.0343,0.0562,0.8328000000000024,26.73,,0.4714999999999989,1.3043000000000013,104_21,104_2
10.73.137.104,1,2,18,22,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03894,0.239,27.2205,0.1195,Vbd_best_20241007,IP104_CH22,104,27.4384,0.0769,0.2179000000000002,26.65,,0.5705000000000027,0.7884000000000029,104_22,104_2
10.73.137.104,1,2,19,23,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03897,0.22,27.279,0.0905,Vbd_best_20241007,IP104_CH23,104,28.0044,0.063,0.7254000000000005,26.77,,0.5090000000000003,1.2344000000000008,104_23,104_2
10.73.137.104,1,2,20,24,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03898,0.22,27.15,0.2588,Vbd_best_20241007,IP104_CH24,104,28.0083,0.0897,0.8582999999999998,26.74,,0.41000000000000014,1.2683,104_24,104_2
10.73.137.104,1,2,21,25,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.039,0.201,27.1235,0.1336,Vbd_best_20241007,IP104_CH25,104,27.3563,0.1026,0.232800000000001,26.86,,0.2635000000000005,0.4963000000000015,104_25,104_2
10.73.137.104,1,2,22,26,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03902,0.196,27.3085,0.0163,Vbd_best_20241007,IP104_CH26,104,28.0189,0.0596,0.7103999999999999,26.66,,0.6484999999999985,1.3588999999999984,104_26,104_2
10.73.137.104,1,2,23,27,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03898,0.213,26.983,0.0283,Vbd_best_20241007,IP104_CH27,104,27.3084,0.0827,0.32539999999999836,26.8,,0.18299999999999983,0.5083999999999982,104_27,104_2
10.73.137.104,1,3,24,30,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03882,1.4035,42.0775,0.0431,Vbd_best_20241007,IP104_CH30,104,41.8102,0.0244,-0.26729999999999876,41.41,,0.667500000000004,0.4002000000000052,104_30,104_3
10.73.137.104,1,3,25,31,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.0388,1.4135,42.054,0.0368,Vbd_best_20241007,IP104_CH31,104,41.7777,0.027,-0.2762999999999991,41.36,,0.6940000000000026,0.4177000000000035,104_31,104_3
10.73.137.104,1,3,26,32,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03881,1.4175,42.0325,0.0205,Vbd_best_20241007,IP104_CH32,104,41.8079,0.0644,-0.22460000000000235,41.39,,0.6424999999999983,0.41789999999999594,104_32,104_3
10.73.137.104,1,3,27,33,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03885,1.377,41.963,0.0014,Vbd_best_20241007,IP104_CH33,104,41.7241,0.0522,-0.238900000000001,41.34,,0.6229999999999976,0.38409999999999656,104_33,104_3
10.73.137.104,1,3,28,34,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03886,1.376,42.102,0.0651,Vbd_best_20241007,IP104_CH34,104,41.8094,0.0333,-0.2926000000000002,41.41,,0.6920000000000002,0.3994,104_34,104_3
10.73.137.104,1,3,29,35,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03886,1.371,42.096,0.058,Vbd_best_20241007,IP104_CH35,104,41.8183,0.0442,-0.27769999999999584,41.41,,0.6859999999999999,0.4083000000000041,104_35,104_3
10.73.137.104,1,3,30,36,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.0388,1.4145,42.027,0.0226,Vbd_best_20241007,IP104_CH36,104,41.8681,0.0444,-0.1589000000000027,41.47,,0.5570000000000022,0.39809999999999945,104_36,104_3
10.73.137.104,1,3,31,37,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03882,1.401,42.0275,0.0064,Vbd_best_20241007,IP104_CH37,104,41.7858,0.0673,-0.24170000000000158,41.3,,0.7275000000000063,0.4858000000000047,104_37,104_3
10.73.137.104,1,4,32,40,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03927,0.411,42.1365,0.0488,Vbd_best_20241007,IP104_CH40,104,42.0113,0.0392,-0.12519999999999953,41.48,,0.6565000000000012,0.5313000000000017,104_40,104_4
10.73.137.104,1,4,33,41,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03937,0.3225,41.82,0.0495,Vbd_best_20241007,IP104_CH41,104,42.7281,0.2157,0.9080999999999975,41.76,,0.060000000000002274,0.9680999999999997,104_41,104_4
10.73.137.104,1,4,34,42,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03927,0.4045,42.1385,0.0389,Vbd_best_20241007,IP104_CH42,104,42.0868,0.0634,-0.051700000000003854,41.49,,0.6484999999999985,0.5967999999999947,104_42,104_4
10.73.137.104,1,4,35,43,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03925,0.422,42.5295,0.0276,Vbd_best_20241007,IP104_CH43,104,42.8907,0.0909,0.36120000000000374,41.88,,0.6494999999999962,1.0107,104_43,104_4
10.73.137.104,1,4,36,44,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03923,0.45,42.199,0.0325,Vbd_best_20241007,IP104_CH44,104,42.5978,0.2098,0.3988000000000014,41.51,,0.6890000000000001,1.0878000000000014,104_44,104_4
10.73.137.104,1,4,37,45,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03925,0.424,42.1455,0.0078,Vbd_best_20241007,IP104_CH45,104,42.0453,0.0486,-0.10020000000000095,41.44,,0.7055000000000007,0.6052999999999997,104_45,104_4
10.73.137.104,1,4,38,46,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03924,0.44,42.131,0.024,Vbd_best_20241007,IP104_CH46,104,42.6267,0.1633,0.49569999999999936,41.48,,0.6510000000000034,1.1467000000000027,104_46,104_4
10.73.137.104,1,4,39,47,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03921,0.475,42.1065,0.0092,Vbd_best_20241007,IP104_CH47,104,42.043,0.0502,-0.06349999999999767,41.46,,0.6464999999999961,0.5829999999999984,104_47,104_4
10.73.137.109,2,0,0,0,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.0391,0.80355,27.5035,0.1246,Vbd_best_20241007,IP109_CH00,109,27.5274,0.1226,0.023900000000001143,27.09,,0.4134999999999991,0.43740000000000023,109_00,109_0
10.73.137.109,2,0,1,1,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03913,0.78264,27.4338,0.0699,Vbd_best_20241007,IP109_CH01,109,27.4446,0.0722,0.010799999999999699,26.76,,0.6738,0.6845999999999997,109_01,109_0
10.73.137.109,2,0,2,2,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03913,0.78045,27.7195,0.1359,Vbd_best_20241007,IP109_CH02,109,27.6907,0.118,-0.02880000000000038,27.22,,0.49950000000000117,0.4707000000000008,109_02,109_0
10.73.137.109,2,0,3,3,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03911,0.79227,27.433,0.0793,Vbd_best_20241007,IP109_CH03,109,27.4529,0.0736,0.019899999999999807,26.87,,0.5629999999999988,0.5828999999999986,109_03,109_0
10.73.137.109,2,0,4,4,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03915,0.76909,27.6238,0.0763,Vbd_best_20241007,IP109_CH04,109,27.6366,0.0792,0.012800000000002143,27.16,,0.4637999999999991,0.47660000000000124,109_04,109_0
10.73.137.109,2,0,5,5,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03911,0.798,27.4492,0.0783,Vbd_best_20241007,IP109_CH05,109,27.4523,0.0855,0.0030999999999998806,26.73,,0.7192000000000007,0.7223000000000006,109_05,109_0
10.73.137.109,2,0,6,6,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03909,0.80518,27.6747,0.1112,Vbd_best_20241007,IP109_CH06,109,27.6819,0.0973,0.007199999999997431,26.94,,0.7347000000000001,0.7418999999999976,109_06,109_0
10.73.137.109,2,0,7,7,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03911,0.79682,27.4177,0.0784,Vbd_best_20241007,IP109_CH07,109,27.4271,0.0835,0.009399999999999409,26.65,,0.7677000000000014,0.7771000000000008,109_07,109_0
10.73.137.109,2,1,8,10,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",,,,,Vbd_best_20241007,IP109_CH10,109,,,,,,,,109_10,109_1
10.73.137.109,2,1,9,11,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",,,,,Vbd_best_20241007,IP109_CH11,109,,,,,,,,109_11,109_1
10.73.137.109,2,1,10,12,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03945,-0.33555,27.3493,0.0612,Vbd_best_20241007,IP109_CH12,109,27.3643,0.0565,0.015000000000000568,27.25,,0.0992999999999995,0.11430000000000007,109_12,109_1
10.73.137.109,2,1,11,13,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",,,,,Vbd_best_20241007,IP109_CH13,109,,,,,,,,109_13,109_1
