IP,APA,AFE,Config_CH,DAQ_CH,SIPM_type,Run,Bias_conversion_slope,Bias_conversion_intercept,New Vbd(V),New Vbd_error(V),RunFolder,Stringa_DAQch,End,Old Vbd(V),Old Vbd_error(V),Diff Old_New,Coldbox_LN2T Vbd(V),Coldbox_LN2T Vbd_error(V),Diff New_LN2T,Diff Old_LN2T,EndCh,End_AFE
10.73.137.111,3,3,26,32,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03915,-0.17827,42.5354,0.0506,Vbd_best_20241007,IP111_CH32,111,42.5376,0.0561,0.0021999999999948727,42.28,,0.2554000000000016,0.2575999999999965,111_32,111_3
10.73.137.111,3,3,27,33,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03918,-0.20545,42.2005,0.0493,Vbd_best_20241007,IP111_CH33,111,42.2142,0.0428,0.013700000000000045,41.65,,0.5504999999999995,0.5641999999999996,111_33,111_3
10.73.137.111,3,3,28,34,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03916,-0.19318,42.1124,0.0424,Vbd_best_20241007,IP111_CH34,111,42.1232,0.0389,0.010799999999996146,41.56,,0.5523999999999987,0.5631999999999948,111_34,111_3
10.73.137.111,3,3,29,35,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03917,-0.19282,41.9109,0.0389,Vbd_best_20241007,IP111_CH35,111,41.9113,0.0415,0.00039999999999906777,41.36,,0.5508999999999986,0.5512999999999977,111_35,111_3
10.73.137.111,3,3,30,36,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03916,-0.18173,42.1888,0.0402,Vbd_best_20241007,IP111_CH36,111,42.1928,0.0436,0.003999999999997783,41.57,,0.6188000000000002,0.622799999999998,111_36,111_3
10.73.137.111,3,3,31,37,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03916,-0.1881,42.624,0.0435,Vbd_best_20241007,IP111_CH37,111,42.624,0.0461,0.0,42.29,,0.3340000000000032,0.3340000000000032,111_37,111_3
10.73.137.111,3,4,32,40,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03925,0.0622,42.077,0.0427,Vbd_best_20241007,IP111_CH40,111,42.082,0.0421,0.005000000000002558,41.28,,0.796999999999997,0.8019999999999996,111_40,111_4
10.73.137.111,3,4,33,41,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03922,0.08482,42.7816,0.0452,Vbd_best_20241007,IP111_CH41,111,42.7914,0.0412,0.009800000000005582,,,,,111_41,111_4
10.73.137.111,3,4,34,42,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03922,0.085,42.2647,0.0324,Vbd_best_20241007,IP111_CH42,111,42.2612,0.0335,-0.0034999999999953957,41.72,,0.5446999999999989,0.5412000000000035,111_42,111_4
10.73.137.111,3,4,35,43,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03923,0.07618,42.8277,0.0447,Vbd_best_20241007,IP111_CH43,111,42.8253,0.0489,-0.002400000000001512,,,,,111_43,111_4
10.73.137.111,3,4,36,44,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03924,0.06809,42.781,0.0369,Vbd_best_20241007,IP111_CH44,111,42.7838,0.0392,0.00280000000000058,,,,,111_44,111_4
10.73.137.111,3,4,37,45,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03923,0.07245,42.7228,0.0331,Vbd_best_20241007,IP111_CH45,111,42.715,0.0307,-0.007799999999996032,42.07,,0.6527999999999992,0.6450000000000031,111_45,111_4
10.73.137.111,3,4,38,46,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03925,0.06009,42.7578,0.0385,Vbd_best_20241007,IP111_CH46,111,42.7658,0.0359,0.007999999999995566,,,,,111_46,111_4
10.73.137.111,3,4,39,47,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03925,0.05482,42.7276,0.0294,Vbd_best_20241007,IP111_CH47,111,42.725,0.0321,-0.002600000000001046,42.08,,0.6476000000000042,0.6450000000000031,111_47,111_4
10.73.137.112,4,0,0,0,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03901,0.44727,41.8965,0.0368,Vbd_best_20241007,IP112_CH00,112,41.9047,0.0321,0.0081999999999951,41.35,,0.5465000000000018,0.5546999999999969,112_00,112_0
10.73.137.112,4,0,1,1,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.039,0.45509,41.853,0.0393,Vbd_best_20241007,IP112_CH01,112,41.8551,0.0436,0.0020999999999986585,,,,,112_01,112_0
10.73.137.112,4,0,2,2,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03899,0.47173,41.8988,0.0439,Vbd_best_20241007,IP112_CH02,112,41.9008,0.0425,0.001999999999995339,41.73,,0.1688000000000045,0.17079999999999984,112_02,112_0
10.73.137.112,4,0,3,3,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03899,0.47109,41.8673,0.0484,Vbd_best_20241007,IP112_CH03,112,41.8736,0.0515,0.006300000000003081,,,,,112_03,112_0
10.73.137.112,4,0,4,4,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03898,0.47864,41.9549,0.029,Vbd_best_20241007,IP112_CH04,112,41.9598,0.0285,0.004899999999999238,,,,,112_04,112_0
10.73.137.112,4,0,5,5,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.039,0.45627,41.9023,0.0414,Vbd_best_20241007,IP112_CH05,112,41.9127,0.0309,0.010400000000004184,41.48,,0.4222999999999999,0.4327000000000041,112_05,112_0
10.73.137.112,4,0,6,6,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03898,0.47891,41.89,0.045,Vbd_best_20241007,IP112_CH06,112,41.8944,0.0491,0.004399999999996851,,,,,112_06,112_0
10.73.137.112,4,0,7,7,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03898,0.47991,41.8929,0.0306,Vbd_best_20241007,IP112_CH07,112,41.8986,0.0308,0.005700000000004479,41.34,,0.552899999999994,0.5585999999999984,112_07,112_0
10.73.137.112,4,1,8,10,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03903,0.27773,41.8258,0.0498,Vbd_best_20241007,IP112_CH10,112,41.8342,0.0492,0.00840000000000174,41.06,,0.7657999999999987,0.7742000000000004,112_10,112_1
10.73.137.112,4,1,9,11,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03884,0.45709,38.8626,0.1421,Vbd_best_20241007,IP112_CH11,112,38.9129,0.0978,0.05030000000000001,,,,,112_11,112_1
10.73.137.112,4,1,10,12,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03903,0.28464,41.9478,0.0335,Vbd_best_20241007,IP112_CH12,112,41.9536,0.0343,0.0058000000000006935,41.07,,0.8778000000000006,0.8836000000000013,112_12,112_1
10.73.137.112,4,1,11,13,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03905,0.257,42.1747,0.0367,Vbd_best_20241007,IP112_CH13,112,42.1778,0.0396,0.003099999999996328,,,,,112_13,112_1
10.73.137.112,4,1,12,14,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03909,0.1915,42.254,0.0198,Vbd_best_20241007,IP112_CH14,112,42.254,0.0198,0.0,,,,,112_14,112_1
10.73.137.112,4,1,13,15,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03904,0.273,41.9837,0.0323,Vbd_best_20241007,IP112_CH15,112,41.9907,0.026,0.006999999999997897,41.16,,0.8237000000000023,0.8307000000000002,112_15,112_1
10.73.137.112,4,1,14,16,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03904,0.26845,42.1908,0.0457,Vbd_best_20241007,IP112_CH16,112,42.1956,0.0491,0.004799999999995919,,,,,112_16,112_1
10.73.137.112,4,1,15,17,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03904,0.27045,42.0262,0.0361,Vbd_best_20241007,IP112_CH17,112,42.0311,0.0375,0.004899999999999238,41.13,,0.8962000000000003,0.9010999999999996,112_17,112_1
10.73.137.112,4,2,16,20,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03902,1.01891,41.8906,0.0234,Vbd_best_20241007,IP112_CH20,112,41.8939,0.0248,0.0033000000000029672,41.27,,0.620599999999996,0.623899999999999,112_20,112_2
10.73.137.112,4,2,17,21,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03906,0.979,41.9304,0.0389,Vbd_best_20241007,IP112_CH21,112,41.9233,0.0393,-0.0071000000000012164,,,,,112_21,112_2
10.73.137.112,4,2,18,22,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03911,0.92673,41.6606,0.3146,Vbd_best_20241007,IP112_CH22,112,41.7741,0.2092,0.11349999999999483,41.07,,0.590600000000002,0.7040999999999968,112_22,112_2
10.73.137.112,4,2,19,23,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03902,1.00709,41.8957,0.0484,Vbd_best_20241007,IP112_CH23,112,41.9029,0.0458,0.007200000000004536,,,,,112_23,112_2
10.73.137.112,4,2,20,24,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03904,0.99573,41.962,0.0428,Vbd_best_20241007,IP112_CH24,112,41.9627,0.0402,0.0006999999999948159,,,,,112_24,112_2
10.73.137.112,4,2,21,25,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03906,0.97836,42.2237,0.0473,Vbd_best_20241007,IP112_CH25,112,42.2279,0.0462,0.004199999999997317,41.78,,0.44369999999999976,0.4478999999999971,112_25,112_2
10.73.137.112,4,2,22,26,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03907,0.97045,41.9735,0.052,Vbd_best_20241007,IP112_CH26,112,41.9702,0.0547,-0.0033000000000029672,,,,,112_26,112_2
10.73.137.112,4,2,23,27,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03905,0.98745,41.968,0.0426,Vbd_best_20241007,IP112_CH27,112,41.9722,0.0455,0.004199999999997317,41.63,,0.33800000000000097,0.3421999999999983,112_27,112_2
10.73.137.112,4,3,24,30,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03892,-0.40427,41.7446,0.0463,Vbd_best_20241007,IP112_CH30,112,41.7469,0.0504,0.0022999999999981924,41.17,,0.5745999999999967,0.5768999999999949,112_30,112_3
10.73.137.112,4,3,25,31,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03895,-0.43218,41.6421,0.0331,Vbd_best_20241007,IP112_CH31,112,41.6459,0.0355,0.0037999999999982492,,,,,112_31,112_3
10.73.137.112,4,3,26,32,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03894,-0.43091,41.7634,0.0434,Vbd_best_20241007,IP112_CH32,112,41.7648,0.0429,0.0014000000000038426,41.15,,0.6133999999999986,0.6148000000000025,112_32,112_3
10.73.137.112,4,3,27,33,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03893,-0.41709,41.5638,0.0878,Vbd_best_20241007,IP112_CH33,112,41.5537,0.0948,-0.01010000000000133,,,,,112_33,112_3
10.73.137.112,4,3,28,34,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03893,-0.41964,41.6613,0.0519,Vbd_best_20241007,IP112_CH34,112,41.669,0.0535,0.007699999999999818,,,,,112_34,112_3
10.73.137.112,4,3,29,35,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03894,-0.42945,42.1815,0.0602,Vbd_best_20241007,IP112_CH35,112,42.1882,0.0652,0.006700000000002149,41.63,,0.5514999999999972,0.5581999999999994,112_35,112_3
10.73.137.112,4,3,30,36,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03892,-0.40882,41.6265,0.0539,Vbd_best_20241007,IP112_CH36,112,41.6347,0.0532,0.008200000000002206,,,,,112_36,112_3
10.73.137.112,4,3,31,37,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03895,-0.43245,42.1393,0.0619,Vbd_best_20241007,IP112_CH37,112,42.1509,0.0623,0.011600000000001387,41.44,,0.6993000000000009,0.7109000000000023,112_37,112_3
10.73.137.112,4,4,32,40,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03913,0.11009,42.6225,0.0418,Vbd_best_20241007,IP112_CH40,112,42.6211,0.0456,-0.0014000000000038426,41.85,,0.7725000000000009,0.771099999999997,112_40,112_4
10.73.137.112,4,4,34,42,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.0391,0.13273,42.5946,0.1055,Vbd_best_20241007,IP112_CH42,112,42.6246,0.0827,0.030000000000001137,42.33,,0.2646000000000015,0.29460000000000264,112_42,112_4
10.73.137.112,4,4,37,45,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03912,0.11655,41.8135,0.0434,Vbd_best_20241007,IP112_CH45,112,41.8116,0.0468,-0.0018999999999991246,41.38,,0.4334999999999951,0.431599999999996,112_45,112_4
10.73.137.112,4,4,39,47,HPK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03911,0.12745,41.7886,0.0329,Vbd_best_20241007,IP112_CH47,112,41.7941,0.0341,0.00549999999999784,41.08,,0.7086000000000041,0.714100000000002,112_47,112_4
10.73.137.113,4,0,0,0,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03917,0.48991,27.5244,0.0455,Vbd_best_20241007,IP113_CH00,113,27.5248,0.0507,0.00039999999999906777,27.38,,0.14440000000000097,0.14480000000000004,113_00,113_0
10.73.137.113,4,0,2,2,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03915,0.50091,27.4001,0.0845,Vbd_best_20241007,IP113_CH02,113,27.4166,0.0851,0.016500000000000625,27.07,,0.33009999999999806,0.3465999999999987,113_02,113_0
10.73.137.113,4,0,5,5,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03916,0.498,27.5394,0.0489,Vbd_best_20241007,IP113_CH05,113,27.5473,0.0479,0.007899999999999352,27.17,,0.36939999999999884,0.3772999999999982,113_05,113_0
10.73.137.113,4,0,7,7,FBK,"[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]",0.03918,0.48491,27.4255,0.0683,Vbd_best_20241007,IP113_CH07,113,27.4364,0.058,0.010899999999999466,26.88,,0.5455000000000005,0.5564,113_07,113_0
